date,dex_volume_usd,curve_volume_usd,bridge_deposit_usd,bridge_withdraw_usd,bridge_net_flow,eth_stablecoin_supply,eth_stablecoin_minted,eth_stablecoin_bridged
2024-06-02,31478910488,196678367.0,253452249.18093288,241847427.31088847,11604821.87004441,79783204213,89276916730,6302573
2024-06-03,26065936694,290675571.0,274823041.96121675,284605885.6160085,-9782843.654791772,79602716792,89094533893,6210808
2024-06-04,22781124732,285464691.0,260638995.367647,260053921.9036201,585073.4640268981,79445277044,88944297343,6205094
2024-06-05,19724372163,245465867.0,258089684.3180676,260299180.9244545,-2209496.6063869,79667112987,89163584042,6195739
2024-06-06,21376242978,277965709.0,304423487.8693909,428396524.67026055,-123973036.80086964,79758335233,89240122098,6184311
2024-06-07,7745788996,238265906.0,237852343.01513588,220881920.43024746,16970422.58488843,79828889847,89365084996,6191212
2024-06-08,5191507834,219607270.0,207994533.42816195,176969579.00656313,31024954.421598822,80183571985,89723472083,6173655
2024-06-09,3961780373,203531577.0,156274118.75982422,155298112.35889056,976006.4009336531,80119688641,89672187470,6196911
2024-06-10,5055053602,,227322852.30350775,192996976.27630794,34325876.027199805,80080698752,89627640334,6145052
2024-06-11,7246357232,335407795.0,352179793.88716865,289986323.7095843,62193470.17758435,79667567640,89227372712,6110189
2024-06-12,7038418066,379083433.0,274088714.7566802,233985988.87270942,40102725.88397077,79471299603,89047473033,6133250
2024-06-13,6213896352,382513468.0,294640816.4163178,259184148.42219457,35456667.99412325,79665727342,89232738540,6143146
2024-06-14,5883793316,278657301.0,313211957.91016716,240047441.82531998,73164516.08484718,79599960798,89196266392,6081059
2024-06-15,3769679189,99824242.0,210964857.50026992,186966575.25968656,23998282.24058336,79449134497,88886697052,6098480
2024-06-16,3742607452,162525424.0,186099399.71960407,175554532.32514825,10544867.39445582,79235274879,88844532730,6100465
2024-06-17,6208285102,243664196.0,314999161.87820524,268394675.006622,46604486.87158325,79277161179,88890599086,6080370
2024-06-18,7680389834,237875215.0,297229343.84562933,288606507.8044987,8622836.041130662,79139814948,88753461110,6071053
2024-06-19,5345305288,185690251.0,283413698.5487425,271583008.565752,11830689.982990444,79529955482,89121177910,6068457
2024-06-20,5409785045,207284998.0,255535742.36328053,244651737.61809152,10884004.745189011,79355761409,88949963811,6088433
2024-06-21,5554286770,194858220.0,307850737.84449846,255715570.88974124,52135166.95475721,79185536192,88777755659,6056192
2024-06-22,3574576931,136374899.0,216634468.42899212,219351848.1819348,-2717379.7529426813,79492570040,89105684964,6060442
2024-06-23,3263707432,157977975.0,203098767.78537816,195937390.6884843,7161377.096893847,79435153904,89045086146,6051614
2024-06-24,7420546446,279398704.0,284466391.2204512,271793251.21534383,12673140.005107343,79214270831,88816014029,6048432
2024-06-25,5017517680,162525424.0,281892372.10257185,250074663.56116173,31817708.54141012,79200684731,88794100777,6076805
2024-06-26,4951645270,204496392.0,288468947.8185685,274352603.09890896,14116344.719659567,79310514780,88924467602,6080605
2024-06-27,5713985156,230444186.0,476611142.9100891,431854238.7836108,44756904.126478255,79343371853,88956875184,4283200
2024-06-28,5102421339,332909026.0,432747364.6023735,437815245.7119154,-5067881.109541893,79243219613,88858603846,4265886
2024-06-29,2955846544,238794853.0,241979476.8239602,237872497.24546215,4106979.5784980655,79002695616,88602782814,4276829
2024-06-30,3158344700,204101203.0,282485228.1288909,238521730.69970766,43963497.429183215,79008770086,88592121473,4291656
2024-07-01,4755363360,253457894.0,318560722.03615224,304149069.69480824,14411652.341343999,78678593795,88261052655,4304779
2024-07-02,4235019889,220522719.0,284598750.379771,237029616.1307753,47569134.24899569,78782118186,88370244438,4295844
2024-07-03,5527273050,267547728.0,310001607.54294854,252372099.10529873,57629508.437649816,78632454836,88204069428,4291615
2024-07-04,7263350375,503474928.0,377164753.9544722,283047465.5874472,94117288.36702496,78562507405,88127615227,4276146
2024-07-05,9595123406,538232956.0,339431395.781322,308789914.78499603,30641480.99632597,78768274939,88349996110,4275705
2024-07-06,5038752684,237831966.0,193796248.09408268,190764316.6243056,3031931.4697770774,79208110793,88781377051,4282590
2024-07-07,4705042189,256257551.0,178197360.10704002,171963191.61769128,6234168.489348739,79353099251,88926666197,4274131
2024-07-08,7650396236,275237586.0,249662310.89260778,214654717.14320284,35007593.74940494,79355956357,88935965011,4276325
2024-07-09,5982174947,160560592.0,248590528.19468108,226711221.75295395,21879306.44172713,79242448049,88833323267,4277960
2024-07-10,6058024367,232693740.0,239253858.46715057,209743525.43502158,29510333.03212899,79394342175,88996947250,4277883
2024-07-11,6602251624,152686498.0,262383479.25769806,242437727.16972142,19945752.087976635,79676993170,89279609086,4230862
2024-07-12,6248414652,162981891.0,243311114.8950384,197646274.16711977,45664840.727918625,79445303803,89063460368,4256961
2024-07-13,4196763292,107914771.0,198786550.54325527,177974299.7974178,20812250.74583748,79417925786,89040305809,4258011
2024-07-14,5693345079,128161352.0,189380824.9739123,155471256.29827106,33909568.67564124,79223916300,88865866412,4267424
2024-07-15,6950718711,305343793.0,289608566.4795851,262220499.56820256,27388066.911382556,79418818176,89079118285,4268051
2024-07-16,7088489719,173617645.0,275003671.0940342,261477452.22581205,13526218.868222147,79220336400,88895238727,4262675
2024-07-17,6298473393,147306682.0,345461715.52585787,245881963.7705005,99579751.75535735,79467368701,89144323397,4266637
2024-07-18,6252597005,179789150.0,290926537.7081702,249565910.53611067,41360627.172059506,79108718998,89108390659,4299685
2024-07-19,7469131663,185914731.0,254280000.51481736,212960926.43175805,41319074.08305931,79113709319,89122610639,4266844
2024-07-20,4984819247,122447705.0,255294581.06335452,212072685.02848536,43221896.034869164,79620178944,89675995532,4293195
2024-07-21,6401616044,138265958.0,233046305.01849717,203602685.51509246,29443619.503404707,79701557325,89766273729,4304000
2024-07-22,5985829930,162525424.0,338129598.2938943,256359981.67122528,81769616.62266901,79654189698,89793706233,4288673
2024-07-23,7558730675,237414635.0,328193718.27735746,272464620.46034014,55729097.81701732,79608586124,89727029377,4294205
2024-07-24,4675371655,247488640.0,349756764.2666323,243012585.24132398,106744179.02530834,79677647150,89792821230,4245540
2024-07-25,7473920006,428507789.0,392186569.91059715,312327002.13979715,79859567.7708,79613595451,89748664561,4292375
2024-07-26,5139422221,218851849.0,299234428.89414,242818007.72909167,56416421.16504833,79347238156,89483163931,4295781
2024-07-27,5555761156,189492854.0,214063360.95818618,177254287.4141752,36809073.54401097,79504259532,89685486283,4296577
2024-07-28,4330806271,127176666.0,197508260.01626834,164249091.5579136,33259168.45835474,79527131961,89717460197,4304555
2024-07-29,5992189938,152370103.0,392529821.7142085,283762687.72634083,108767133.98786765,79732313139,89679461964,4313059
2024-07-30,5537774621,197854314.0,261862520.84773454,213143513.9006984,48719006.94703615,79039263172,89256566765,4330864
2024-07-31,5856218116,214190005.0,347607165.76828253,269182697.78533673,78424467.9829458,78920955811,89129851842,4331090
2024-08-01,6318568332,162525424.0,309526947.1897289,296544181.05298495,12982766.136743963,78769359014,89004025375,4258184
2024-08-02,6991349808,162525424.0,438577355.0404604,262655321.62675482,175922033.4137056,78335068351,88566969727,4258193
2024-08-03,6148051140,162525424.0,265579162.60494947,252652825.99250072,12926336.612448752,78369873151,88598997866,4263287
2024-08-04,7181932460,,317326772.3025981,240336604.43510935,76990167.86748877,78453126402,88688192459,4263287
2024-08-05,18436773471,464089617.0,737783266.5852399,623974122.1403794,113809144.44486046,78608327074,88845207337,4263287
2024-08-06,7488963752,455043448.0,337901181.1835738,256030793.75029665,81870387.43327713,78677437642,88910510147,4288945
2024-08-07,6961372841,235576906.0,287408895.9657309,236879541.0377228,50529354.92800811,79250335317,89523038733,4289118
2024-08-08,6382876304,231649670.0,329329071.23322517,282998938.31797755,46330132.91524762,80198722213,90545151335,4335917
2024-08-09,5128842953,164725135.0,242946758.6893398,173548734.6649811,69398024.02435869,80132665993,90426568366,4318776
2024-08-10,3513789853,120677092.0,167420296.07073244,140627313.23869345,26792982.832039,80339782089,90658570167,4309451
2024-08-11,4666269132,163972694.0,196893592.9979954,166343533.8262043,30550059.171791106,79993130425,90314054485,4309268
2024-08-12,6046155340,250886702.0,302685390.7117302,255260548.39253125,47424842.319198936,80158021839,90519861296,4312595
2024-08-13,5304361440,217876072.0,304921998.66806304,239178640.26209384,65743358.4059692,80456707141,90854061703,4262848
2024-08-14,4093481560,168575772.0,365622408.80275136,310974999.2713112,54647409.53144014,80822818403,91245595062,4269649
2024-08-15,5450272500,209230639.0,261491988.54634196,263357500.6514958,-1865512.1051538587,81262003504,91716298063,4260860
2024-08-16,4036756231,117332924.0,212669808.08521682,185342809.91961822,27326998.1655986,81487540874,91938946932,4241671
2024-08-17,2828601552,81019260.0,150601742.95070925,140519143.21927863,10082599.73143062,81987398827,92435537851,4278692
2024-08-18,2975547119,83342715.0,173832528.25758037,145506886.82942498,28325641.428155392,82134242661,92585051034,4271594
2024-08-19,4421648306,165258537.0,248940357.35501945,194758108.01944515,54182249.3355743,82076355955,92548805663,4265264
2024-08-20,4846208613,178512882.0,261608445.10673562,226637620.68081683,34970824.42591879,81944801751,92443748165,4257611
2024-08-21,4794548076,166778087.0,263816605.67136097,208932196.43913537,54884409.2322256,82316605164,92798750707,4250822
2024-08-22,4926402376,187643770.0,261200613.4164671,269677928.52144545,-8477315.104978353,82502796604,93010833611,4252871
2024-08-23,4426522424,211168720.0,300585392.94409865,240340724.4425801,60244668.50151855,82558259996,93052855836,4265846
2024-08-24,4222395030,117185384.0,210481294.21556142,184628054.86811504,25853239.347446382,83117829335,93625949894,4264646
2024-08-25,3994764136,119185791.0,173389724.6246817,166836700.40253738,6553024.2221443355,83214193964,93757646933,4282521
2024-08-26,4928897848,164790093.0,266300487.47267127,380905488.4630896,-114605000.99041831,83373226007,93909165144,4272027
2024-08-27,5141415579,216280384.0,312371628.25142765,246850691.55495664,65520936.696471006,83118791458,93674021803,4265649
2024-08-28,5937761014,161095394.0,188816108.27356637,181065215.98998505,7750892.2835813165,83024064257,93578950130,4255075
2024-08-29,4429082077,138621884.0,194445874.17848474,189184488.82542804,5261385.353056699,83271714701,93812482401,4256273
2024-08-30,4308361013,63823446.0,203332049.19691435,215375014.98333585,-12042965.786421508,83203598420,93757230774,4270284
2024-08-31,2489632789,85628743.0,122169977.75080104,340668795.2369197,-218498817.48611867,82986632517,93685012959,4254385
2024-09-01,3654386731,121727476.0,172106222.73358086,375657677.010562,-203551454.27698115,82846624706,93528738599,4241692
2024-09-02,3651236188,116151525.0,220087871.9139501,174128757.18441454,45959114.72953555,83045475218,93758926002,4251132
2024-09-03,4045024415,275522280.0,165822714.0545043,155989432.25306883,9833281.80143547,83050263405,93751891630,4354996
2024-09-04,4995767512,203668350.0,237944850.20087478,214175838.03105128,23769012.169823498,82679623486,93377088044,4194586
2024-09-05,4145276717,225559187.0,232715501.74157178,202510484.39080757,30205017.350764215,82974070477,93664280317,4183588
2024-09-06,5762105766,347697301.0,306167176.7927397,264230838.46682924,41936338.32591045,82732944099,93420356630,4187828
2024-09-07,3072704648,99563157.0,233630170.68924657,162898715.1715057,70731455.51774088,82626040952,93349950530,4190237
2024-09-08,3100268558,151536650.0,137749312.89402732,125777495.55006929,11971817.343958035,82915596167,93666379176,4194467
2024-09-09,4251503331,141708265.0,203194608.96286866,303206462.0655268,-100011853.10265812,82830997225,93600718312,4195856
2024-09-10,3777575542,105213683.0,180919461.12513453,170080496.59791347,10838964.527221054,83184176527,93975465049,4196728
2024-09-11,4514622560,204373019.0,234722393.86173666,593393201.8015646,-358670807.9398279,83562672003,94363868046,4207934
2024-09-12,3570934172,166034379.0,552683002.5524431,379141553.277378,173541449.27506512,83559366721,94384185473,4203426
2024-09-13,3394523637,122291562.0,224475842.24161652,220477196.7159972,3998645.525619328,83501957321,94304435469,4197436
2024-09-14,2696107556,78273643.0,192932916.5630216,158539769.16683215,34393147.39618945,83696941673,94565979694,4198138
2024-09-15,2615378780,113037916.0,188296800.18379667,169012915.8855939,19283884.298202783,83879031299,94792793245,4191586
2024-09-16,3662650792,139191517.0,249563360.4508245,176752541.51206514,72810818.93875936,83718721092,94641127186,4189790
2024-09-17,4196284465,165715242.0,171671318.72678557,185975531.51099402,-14304212.784208447,83833328516,94752282790,4200877
2024-09-18,4652105932,174793484.0,225915419.96522653,213877449.00354695,12037970.961679578,84280037595,95203815088,4202629
2024-09-19,5288635214,178391726.0,298406462.7215819,584394113.4398438,-285987650.7182619,84535110032,95442374182,4197267
2024-09-20,4992256768,86043581.0,287625453.7198158,345140433.0005707,-57514979.280754924,84205727255,95104534593,4199136
2024-09-21,3931071539,82713858.0,273241814.58192533,208558757.09902665,64683057.48289868,84618458144,95521811835,4215581
2024-09-22,3502014371,138411357.0,229102839.29953822,219514946.0675427,9587893.231995523,84826299215,95751671169,4209801
2024-09-23,5151236404,152626707.0,299656455.55435014,391516345.7374281,-91859890.18307799,84848091384,95768346412,4198553
2024-09-24,5043828277,116442505.0,262033707.03292888,428194654.310468,-166160947.27753913,84657996154,95595442820,4208843
2024-09-25,5139449147,231611656.0,314324374.47301143,325110784.61939585,-10786410.146384418,84726751052,95665859448,4198911
2024-09-26,6125203940,261544099.0,320837449.2513243,340814593.1334828,-19977143.882158518,84841500402,95779485399,4207885
2024-09-27,5800002083,249418393.0,339561355.994918,382883760.05719584,-43322404.06227785,85235079318,96168289011,4204883
2024-09-28,4348922764,95493763.0,239214198.06271765,244025346.93651944,-4811148.873801798,84954210534,95863778072,4348392
2024-09-29,4295951407,143304567.0,236619816.6601753,208592191.67169604,28027624.988479257,84966120747,95888482058,4360827
2024-09-30,6101755242,233872277.0,282174710.6388178,239323784.03079453,42850926.608023256,84827128801,95742027084,4201204
2024-10-01,8036150541,267588449.0,324857311.4696479,360261878.29130256,-35404566.82165468,84131724218,95063977433,4212773
2024-10-02,6632059686,297083612.0,301045907.95168996,471996871.48386246,-170950963.5321725,84639096872,95332108306,4215274
2024-10-03,6055141991,269558807.0,263976672.64036715,238880644.9382277,25096027.702139437,84891460886,95589927612,4219236
2024-10-04,4976868087,212631795.0,345005940.7545006,273485061.4772762,71520879.27722442,84699856858,95411909848,4193791
2024-10-05,3542817199,87512843.0,185726299.24853757,171270746.59649557,14455552.652042001,84804579507,95393123340,4199864
2024-10-06,4080968958,114797670.0,159680647.98486322,142870261.86117044,16810386.12369278,85252031519,95878934666,4196602
2024-10-07,5843527168,112451471.0,261565580.77973375,208256338.10097352,53309242.67876023,84547832092,95125125183,4179235
2024-10-08,5920196004,164665581.0,244881029.5846358,404953242.590824,-160072213.0061882,84766125085,95422625230,4195831
2024-10-09,5855049789,162292594.0,305509985.5861529,275331718.5120616,30178267.074091315,84934244821,95511415063,4181728
2024-10-10,5928210365,239987218.0,253284731.3803053,242419724.1056889,10865007.27461639,84987509500,95566812358,4175375
2024-10-11,5218445856,116746803.0,325219803.51765734,426695742.96197003,-101475939.44431269,84679758794,95249663018,6520349
2024-10-12,4729275016,85683968.0,206998810.14935362,187478034.43233484,19520775.717018783,85001704242,95511774088,4183678
2024-10-13,5177722579,237019630.0,201998489.37737367,181949787.21603036,20048702.161343306,85231009061,95760839391,4174939
2024-10-14,7857623271,237810235.0,330947575.49354386,298416365.5830264,32531209.910517454,85369064393,95923638064,5695588
2024-10-15,8064690668,147090283.0,372044222.10132116,356150246.9942884,15893975.107032776,84734009009,95284810381,4182975
2024-10-16,6688319586,150692601.0,299892635.7016592,268364401.43980423,31528234.261854976,84782804883,95354654079,4188326
2024-10-17,6380885810,192809830.0,307932464.94315666,281912075.015468,26020389.92768866,84366767809,95166631288,4183628
2024-10-18,6165349825,81613901.0,391770539.1946375,475667960.270934,-83897421.07629651,84483176261,95316341509,4183216
2024-10-19,4652082748,75419194.0,223268363.5914833,239320364.08959046,-16052000.498107165,84747898913,95555100984,4182271
2024-10-20,6175350148,192735532.0,213392554.82823497,208078885.32253078,5313669.505704194,84823853322,95609076068,4186446
2024-10-21,7403294318,161423105.0,295318246.76894295,259146109.83783934,36172136.93110362,84754107112,95528636104,4182934
2024-10-22,7357039874,151226333.0,393261633.56174797,363151170.7606199,30110462.80112809,84862444034,95551161225,4185945
2024-10-23,8135740298,221355364.0,382391171.36277974,336354197.6041891,46036973.75859064,84732899195,95440702826,4192304
2024-10-24,7609295163,206954409.0,362714707.20457506,336766061.7954881,25948645.409086943,84053089864,94755681231,3859345
2024-10-25,7950676768,148262077.0,334122857.4088142,301922509.1113936,32200348.29742062,83634746842,94316528854,3987608
2024-10-26,6010608976,106846283.0,331381851.58690536,304622229.3274858,26759622.25941956,84138026799,94847016301,3990851
2024-10-27,5295100387,108495649.0,241704359.2704256,214984143.80133936,26720215.46908623,84174379072,94875775677,3988109
2024-10-28,7582825815,190879154.0,286643013.8355193,397077227.9167709,-110434214.08125156,84324012612,95046576433,3991474
2024-10-29,7953423131,141246822.0,377610569.0116763,576215726.081106,-198605157.06942964,84205788971,94711715457,3982431
2024-10-30,7668200870,305467499.0,452295894.0866185,420929231.4157129,31366662.67090559,84185541762,94742799870,3961882
2024-10-31,7365757321,262676767.0,331201028.32447535,339433555.3601407,-8232527.035665333,84252981109,94870210134,3958984
2024-11-01,7274699363,59196486.0,300931448.05224234,241605907.34463283,59325540.707609504,83745623103,94391207155,3933410
2024-11-02,4958828661,36369488.0,231580295.41307455,204126778.04840323,27453517.36467132,84217655324,94903931649,3931819
2024-11-03,6227506834,65931260.0,239393768.0818095,225962200.6147734,13431567.467036098,84172891304,94849255384,3929595
2024-11-04,6292138185,81062272.0,343997356.7264311,551959659.3508168,-207962302.62438577,84328386229,95017780426,3935423
2024-11-05,7456003753,251944360.0,389859665.055659,513780186.05535185,-123920520.99969286,84868437299,95451038629,3935992
2024-11-06,12758251998,400840965.0,641423378.4584445,610746081.2950633,30677297.16338122,84970637370,95630450792,3934050
2024-11-07,11031205714,557457203.0,567376828.5580794,646681173.3159386,-79304344.75785923,87897636172,98632955804,3935776
2024-11-08,9233566699,221218242.0,442643078.9721245,434874261.3968342,7768817.575290322,88762095114,99232993910,3932186
2024-11-09,9000620016,202915959.0,344452525.47443914,331927486.23423076,12525039.240208387,89907182457,100431766277,3930417
2024-11-10,13098791263,229061836.0,545225514.4477109,634413719.9805568,-89188205.53284597,89771639068,100395937276,3922873
2024-11-11,16734187138,479981196.0,549972632.9243814,646580545.2189156,-96607912.2945342,90478984277,101192805940,3942414
2024-11-12,19195898979,390272646.0,621764483.0959432,589898305.882037,31866177.21390617,91705437526,102290881301,3930429
2024-11-13,19754469578,275019976.0,550668661.061092,549439912.5677702,1228748.4933217764,91798578021,102404982224,3931404
2024-11-14,15660842402,484611923.0,500321367.7789689,498218477.7277453,2102890.051223576,92930363142,103523836942,5076393
2024-11-15,13015576075,433258649.0,465754197.7945755,418065472.4863129,47688725.30826259,93956794454,104505095626,3926888
2024-11-16,12714767771,160120072.0,423065481.6533425,396436603.8321373,26628877.8212052,94246702912,104765610561,5407058
2024-11-17,13938076650,294164531.0,414101119.4211541,377870168.38981575,36230951.031338334,94595560790,105119699388,3939207
2024-11-18,17150487081,288281810.0,512565097.3173113,494261721.78145874,18303375.53585255,94857680810,105402430715,3945076
2024-11-19,15964060848,364346977.0,357129759.87412655,354606569.24557364,2523190.6285529137,96878000386,107433243764,3951684
2024-11-20,16549842624,347188250.0,427142451.6557004,345260402.2546105,81882049.4010899,97302016460,107759915144,5436403
2024-11-21,17909700648,297438166.0,590336335.4036516,499347767.0341838,90988568.3694678,98519342305,109462910806,3715764
2024-11-22,15501301229,324005219.0,567702718.2255015,671442786.1421423,-103740067.91664076,99111867622,110118457090,3720214
2024-11-23,14793585137,259888854.0,555528617.4956123,552039261.2904164,3489356.205195904,101003499262,111991191741,5611704
2024-11-24,14157845116,297588267.0,595499551.5723141,563134295.9735246,32365255.598789573,101637595011,112578841618,5031838
2024-11-25,17381948780,447878838.0,623164077.4819003,882665425.4499879,-259501347.96808755,101957544842,112974207801,3745667
2024-11-26,17439133166,350891660.0,626861760.3701974,636520658.0121084,-9658897.64191103,101163082588,112233719302,3733001
2024-11-27,14138545703,338941216.0,825590766.7798643,861591915.3661932,-36001148.586328864,101015200871,112286375118,5432009
2024-11-28,12457717550,320998821.0,666968253.407696,659406383.5508956,7561869.856800437,102511077989,113693173086,3741763
2024-11-29,11181565104,236171079.0,896498610.5691614,879950384.364474,16548226.204687357,103374444820,114378765802,3770472
2024-11-30,10364907109,193165229.0,585526530.5819314,557727521.3163804,27799009.26555097,103872126234,115069174980,3783488
2024-12-01,12944502514,275796565.0,559568655.2202566,533333002.0242543,26235653.196002245,104312835189,115245132922,3779816
2024-12-02,17508043848,485105493.0,700060267.4874067,763727968.0399095,-63667700.55250275,104571895589,115517513544,3767601
2024-12-03,15958938621,396486440.0,763724963.3460834,827836492.6702929,-64111529.32420945,105361268340,116314609474,3779248
2024-12-04,17961116512,480551649.0,921767142.1312351,932818196.7665895,-11051054.6353544,103722061690,116844991798,3657871
2024-12-05,19868163942,421204293.0,1035688869.0316963,1246999497.7731943,-211310628.741498,104332980812,117773603059,3667958
2024-12-06,15642679930,303722283.0,817822909.7355798,775919938.7003208,41902971.03525901,104806101780,118290511728,3808494
2024-12-07,9868026127,259484909.0,663469403.7948698,553156469.7803575,110312934.0145123,106438305221,120270764757,3812475
2024-12-08,11295478384,407697382.0,538587976.5217898,520572491.3181396,18015485.203650177,106814099712,120659205204,3811370
2024-12-09,18692345340,440399234.0,889633860.8334239,1069614932.1389967,-179981071.30557287,107232958861,120762937672,3760366
2024-12-10,17730535683,268565124.0,850547496.7648857,745335530.3386432,105211966.42624247,107297605460,120888416779,3749232
2024-12-11,13497420884,514312504.0,843624242.0353887,774794849.4208593,68829392.61452937,107593056769,121242981423,3764340
2024-12-12,14845193347,509993691.0,934167268.8446909,861502700.7160418,72664568.12864912,109496969075,123128217133,4092375
2024-12-13,12076385975,347463969.0,980603404.123446,1222714978.1307797,-242111574.00733376,109783758557,123442145337,4081348
2024-12-14,10051552226,407084420.0,902723157.1702659,847448661.7415272,55274495.42873871,110813786501,124433145453,4079614
2024-12-15,10601154256,465828551.0,758406362.2858589,723788705.9976134,34617656.28824544,110926956574,124578607926,4092271
2024-12-16,16184350888,458505162.0,1142330463.8324742,1065275341.6213952,77055122.211079,110901563592,124583617232,4071829
2024-12-17,14651197671,432004618.0,912434371.4260994,964730974.3394432,-52296602.91334379,110996433380,124661749206,4064347
2024-12-18,17284652944,618028293.0,919333234.8496474,1043614198.9704018,-124280964.12075436,110867284194,124462473973,4044038
2024-12-19,19173364326,919158175.0,1046537411.4769385,1211289535.9525192,-164752124.4755807,111116419878,124672847406,4037323
2024-12-20,17744737652,902117311.0,1072993178.5563,1072137794.3167647,855384.2395353317,111723579917,125099827159,4038237
2024-12-21,11863728110,458173805.0,746387619.9198772,700612243.7865363,45775376.133340836,111738451503,125070181651,4067163
2024-12-22,10448081479,418807883.0,585495908.9545755,527654846.0773147,57841062.877260864,112009883216,125349308794,4047880
2024-12-23,12160215821,431769531.0,1024598983.0614865,1741454993.3010767,-716856010.2395902,112418380649,125792166936,4076022
2024-12-24,11835953724,317350632.0,724014293.5542932,922536017.309857,-198521723.75556386,111984542432,125259625884,4055102
2024-12-25,8855487234,420191828.0,625900651.5490046,782214944.2939718,-156314292.74496722,112358358054,125518019871,4050992
2024-12-26,9771017344,531779663.0,713398027.0487266,888262505.0735133,-174864478.0247867,112524420507,125708368037,4057301
2024-12-27,10033354449,317429289.0,746038186.6696845,917394669.4107448,-171356482.74106026,113103907760,126291739933,4055940
2024-12-28,7957969119,238400836.0,457259178.61235845,527559235.4469785,-70300056.83462006,113436512563,126628907754,4075011
2024-12-29,8565245955,451900820.0,446264184.9805967,506921456.67180395,-60657271.69120723,113296076847,126526030984,4074897
2024-12-30,12626186867,761569643.0,637152665.742524,763666794.1552849,-126514128.41276085,113015174460,126227011035,4078150
2024-12-31,11057502621,195286894.0,592384418.531385,790712866.7835176,-198328448.25213265,113595129160,126710271148,4027353
2025-01-01,10054485607,293737396.0,484947912.99141705,535479413.4876656,-50531500.49624854,113044860735,126043501173,4072253
2025-01-02,12829170810,317009144.0,763995813.5817622,722150860.300463,41844953.28129923,112330963550,125262679334,4080372
2025-01-03,11526332700,613825215.0,729553345.6627913,707984701.1920027,21568644.470788598,113651301601,126665247792,4086291
2025-01-04,9578423979,237708979.0,568820087.6499445,586266789.3099164,-17446701.659971833,114912033843,127915593260,10268317
2025-01-05,9544459304,340543074.0,485607761.1092028,467254659.8861884,18353101.223014414,115176365708,128120211348,4110445
2025-01-06,12965102249,449144696.0,767448623.0400182,811470056.8867503,-44021433.84673214,115347241066,128289406368,4124413
2025-01-07,14215236825,553090803.0,490075302.6944051,714800793.7519072,-224725491.05750215,115639705217,128473340377,4104194
2025-01-08,14241503290,289246308.0,482836138.45011723,459107296.5544841,23728841.8956331,115223460849,128000373024,4098576
2025-01-09,14026465891,1140486466.0,497195178.419236,568213875.9461278,-71018697.52689177,115145205932,127834879638,4100213
2025-01-10,12820850993,575305535.0,368509558.7207624,350126748.1142722,18382810.606490195,114836240480,127441524579,4106559
2025-01-11,7792198935,232460986.0,364780132.193672,424422582.4130335,-59642450.219361484,115017585642,127518921548,4099007
2025-01-12,8145278792,238088034.0,484675395.47394747,630777281.4876021,-146101886.01365465,114918061778,127427287790,4091850
2025-01-13,14692231802,392767326.0,1082411965.127207,1150579815.8400378,-68167850.71283078,115269128373,127692171473,4116147
2025-01-14,11238745068,307836420.0,651554536.9362372,743211139.9406896,-91656603.00445235,115523796671,127878228100,4108616
2025-01-15,12559455275,386798215.0,602785559.6796798,636538384.5171285,-33752824.837448716,115709480131,127961293221,4114486
2025-01-16,13066237399,501250076.0,502703006.3713788,687653681.8398787,-184950675.4684999,116368415966,128534557048,4102028
2025-01-17,26638061886,528530460.0,814706830.6550424,787240158.1223902,27466672.53265226,116544086156,128624363033,4112141
2025-01-18,48217224942,704146961.0,1566356473.8352268,1223632483.6745472,342723990.1606796,117460823549,129332403910,4099467
2025-01-19,44524024105,736887316.0,2367336913.763437,1595869825.8040214,771467087.9594154,116783998925,128679124687,4087127
2025-01-20,43849813716,538635713.0,1695503381.1886096,1581292891.0995648,114210490.08904481,115762357667,127694367778,4087953
2025-01-21,26014746058,449042907.0,975191892.6649594,964709898.0758754,10481994.58908403,114658657731,126546464848,4078578
2025-01-22,22799911886,417398261.0,654240951.084097,826901317.9344702,-172660366.85037315,116774292470,128544470095,4080138
2025-01-23,25089676463,412499647.0,812928437.2626797,1309220329.996375,-496291892.7336954,117384680596,129159098444,4031007
2025-01-24,19788527807,302856850.0,745940978.8437808,1981998215.6858501,-1236057236.8420694,117909991156,129710204850,4055901
2025-01-25,15331593971,181438329.0,478783910.24500686,478340153.909524,443756.33548283577,117935900413,129649083700,2677374
2025-01-26,16477969752,598536664.0,456229112.5786334,498893074.2720416,-42663961.69340819,117866686235,129593369255,2687179
2025-01-27,20712773977,386911617.0,975173286.6763706,1034280148.690873,-59106862.014502406,118060253504,129653356480,2680773
2025-01-28,14931511692,395588963.0,553825674.273822,684088112.9742709,-130262438.70044899,117667018948,129085714124,2685046
2025-01-29,15091055269,381195106.0,477815278.01770824,504422715.114835,-26607437.097126782,118098238628,129450113565,2689041
2025-01-30,13410052016,372197594.0,707327390.1069529,595110981.674127,112216408.43282592,118448099538,129604416260,2694691
2025-01-31,13760246320,214958986.0,550855506.2085205,721268598.0487729,-170413091.8402524,118911547887,130068370643,2696472
2025-02-01,13933026638,226192096.0,442117090.0004993,527617440.19625723,-85500350.19575793,118840375935,129982361124,2697134
2025-02-02,21981353047,1654119484.0,605599849.7649819,763849406.0302653,-158249556.26528347,118940596202,130075637529,2684756
2025-02-03,28723333265,594873065.0,1380406344.8695538,1289521296.3074017,90885048.56215215,118886293392,130031347283,2680332
